record_id,energy_node_id,region,substation_type,device_type,communication_protocol,packet_size_bytes,packet_rate_per_sec,network_latency_ms,bandwidth_usage_mbps,jitter_ms,packet_loss_percent,connection_duration_sec,active_connection_count,failed_connection_count,authentication_attempts,failed_login_count,user_role,device_trust_level,firmware_version,cpu_utilization_percent,memory_utilization_percent,power_consumption_kw,sensor_update_interval_ms,telemetry_volume_mb,scada_command_count,control_signal_frequency,measurement_variance,voltage_deviation_percent,frequency_deviation_hz,event_severity,alert_priority,encryption_algorithm,certificate_status,intrusion_signature_score,behavior_anomaly_score,traffic_entropy,session_risk_score,federated_round,attack_type
87,Node_12,Northeast,Transmission,PLC,IEC61850,968,1391,172.98,990.92,24.33,6.83,877,227,9,63,12,Maintenance,Trusted,v2.0,8.84,14.85,126.47,385.42,47.71,337,92.74,14.368,-8.94,-1.79,High,P4,RSA2048,Valid,0.3257,0.6068,7.82,50.47,2,False_Data_Injection
88,Node_09,West,Transmission,SCADA_Server,Modbus,1280,380,131.61,503.56,45.4,12.93,7168,147,54,73,19,Operator,Restricted,v1.2,99.94,14.4,397.5,27.13,59.17,1104,251.61,12.595,6.46,-1.296,Critical,P4,AES256,Valid,0.6405,0.1375,6.874,16.7,68,False_Data_Injection
89,Node_08,Northeast,Distribution,SCADA_Server,Modbus,1446,1109,221.16,179.16,48.08,5.05,5588,259,59,44,3,Engineer,Guest,v1.0,91.9,73.97,67.08,994.34,96.89,20,76.69,6.034,-6.43,1.219,High,P4,RSA2048,Valid,0.0825,0.3639,3.634,79.84,49,Malware
90,Node_05,East,Industrial,Smart_Meter,MQTT,737,589,104.11,55.22,1.82,18.48,6370,299,57,16,2,Supervisor,Guest,v1.0,82.16,75.55,395.89,272.82,115.3,1033,421.52,6.218,-9.11,-1.667,Low,P3,RSA2048,Expired,0.7526,0.631,4.764,24.71,50,Reconnaissance
91,Node_02,West,Industrial,RTU,IEC61850,799,658,127.63,163.73,42.62,18.73,7076,75,53,13,8,Engineer,Guest,v2.3,10.19,87.81,72.4,587.9,155.79,898,42.83,5.201,0.66,-1.804,Critical,P3,AES128,Expired,0.1739,0.0222,4.507,34.04,71,Malware
92,Node_05,South,Transmission,RTU,OPC_UA,1341,535,138.68,747.73,20.12,25.69,5135,105,17,6,21,Maintenance,Restricted,v2.3,79.07,23.6,22.41,829.17,61.33,287,24.7,17.343,1.33,0.122,Low,P3,AES128,Revoked,0.8693,0.4128,1.302,12.63,16,DoS_Attack
93,Node_08,East,Transmission,Smart_Meter,TCP_IP,347,254,218.84,596.34,49.76,29.56,1746,84,37,74,12,Engineer,Guest,v2.3,32.3,17.76,346.65,900.38,214.46,803,421.36,11.767,3.17,-1.706,Low,P2,ChaCha20,Revoked,0.8122,0.8035,6.967,39.21,20,Malware
94,Node_10,East,Renewable,Gateway,MQTT,281,452,200.11,750.04,17.15,27.04,4981,290,58,28,24,Maintenance,Restricted,v2.0,20.47,25.31,182.3,790.24,204.7,398,378.55,0.532,7.25,-0.036,High,P4,AES128,Expired,0.3193,0.6085,3.727,37.14,31,Spoofing_Attack
95,Node_09,North,Renewable,Gateway,MQTT,636,406,70.75,954.2,41.66,24.68,3121,85,57,38,3,Administrator,Restricted,v1.0,80.42,89.4,414.87,423.21,56.61,574,236.59,1.185,-8.86,-1.692,Low,P4,ChaCha20,Revoked,0.769,0.7512,3.469,29.33,69,Malware
96,Node_12,South,Renewable,RTU,DNP3,245,1075,238.86,708.29,11.02,26.5,5462,81,47,77,18,Supervisor,Restricted,v2.0,9.23,50.66,416.99,668.01,201.01,1,354.68,18.043,3.0,1.646,Medium,P3,RSA2048,Revoked,0.6025,0.2922,0.776,5.46,49,False_Data_Injection
97,Node_12,South,Transmission,IED,TCP_IP,1037,1037,188.51,778.66,46.51,1.61,5799,183,51,50,4,Maintenance,Guest,v1.0,79.52,78.47,96.04,924.36,96.88,1130,35.89,16.191,-8.28,-1.074,Critical,P2,ChaCha20,Valid,0.5741,0.3574,1.256,60.96,98,Spoofing_Attack
98,Node_12,North,Industrial,Edge_Node,OPC_UA,1004,245,4.0,430.01,37.13,22.85,5234,94,4,75,15,Supervisor,Guest,v2.3,88.13,47.88,104.23,867.57,172.62,1167,354.78,16.035,6.02,0.833,Low,P4,AES128,Revoked,0.0571,0.0705,7.231,87.83,51,Command_Injection
99,Node_09,West,Industrial,PLC,MQTT,1310,163,46.75,513.77,14.19,11.09,6253,80,41,56,24,Engineer,Guest,v1.2,32.06,93.95,226.68,194.77,108.17,706,106.71,19.484,-2.86,-0.306,Medium,P1,RSA2048,Expired,0.1971,0.2729,5.632,54.62,64,Command_Injection
100,Node_01,Northeast,Transmission,SCADA_Server,TCP_IP,271,1495,214.1,824.17,34.37,5.65,1040,164,36,55,5,Maintenance,Guest,v2.3,7.89,42.51,14.38,987.21,42.26,241,444.96,13.479,-1.32,0.74,Medium,P3,RSA2048,Revoked,0.459,0.1627,5.949,0.76,84,DoS_Attack
101,Node_09,Northeast,Transmission,IED,DNP3,486,37,161.82,640.87,21.77,12.97,310,165,7,26,0,Maintenance,Trusted,v3.0,57.02,48.91,235.77,108.23,63.35,330,91.03,18.406,0.89,1.478,Critical,P1,AES256,Revoked,0.0758,0.4782,7.229,50.58,74,Insider_Threat
102,Node_07,Northeast,Distribution,SCADA_Server,TCP_IP,1257,751,65.27,537.82,42.97,3.46,7022,190,36,30,24,Supervisor,Restricted,v2.0,94.66,85.2,309.07,971.17,1.91,324,430.73,5.271,8.64,-0.292,High,P1,AES128,Revoked,0.9904,0.8154,7.049,40.58,92,Reconnaissance
103,Node_09,Northeast,Distribution,RTU,IEC61850,202,765,43.68,225.09,0.3,8.04,5980,264,7,46,10,Operator,Restricted,v1.0,64.38,99.52,13.25,869.09,18.05,915,396.51,11.373,7.95,-0.95,Medium,P4,RSA2048,Revoked,0.8768,0.1894,0.031,65.72,19,False_Data_Injection
104,Node_08,Northeast,Industrial,Smart_Meter,OPC_UA,266,1433,37.54,604.82,26.17,12.38,2206,89,8,52,23,Maintenance,Trusted,v2.3,19.96,86.95,125.67,191.91,38.57,808,25.74,2.245,1.87,0.641,Critical,P4,ChaCha20,Revoked,0.7384,0.1635,5.933,8.97,43,Insider_Threat
105,Node_01,North,Renewable,Gateway,IEC61850,317,766,80.21,294.66,34.06,17.62,1510,265,10,73,3,Supervisor,Trusted,v1.2,84.55,85.84,200.59,679.61,224.77,1159,61.3,3.654,-3.55,-0.427,High,P2,ChaCha20,Revoked,0.9905,0.4915,3.509,43.34,51,Replay_Attack
106,Node_12,South,Industrial,RTU,DNP3,1253,381,224.73,592.27,19.84,28.03,3002,22,7,76,14,Supervisor,Trusted,v2.0,85.82,29.92,258.26,906.68,96.96,711,116.06,12.189,8.94,0.405,Critical,P2,AES256,Valid,0.6802,0.7317,2.71,13.82,59,DoS_Attack
107,Node_08,West,Distribution,IED,OPC_UA,632,340,88.66,466.57,23.66,2.21,4975,249,29,79,23,Administrator,Guest,v2.0,68.97,13.31,48.56,490.31,213.45,905,302.78,19.958,5.49,-0.109,Medium,P3,AES128,Valid,0.2612,0.2166,5.471,70.0,58,Command_Injection
108,Node_08,East,Industrial,IED,Modbus,1483,611,165.51,106.21,12.0,18.63,3018,167,43,7,0,Operator,Guest,v2.0,22.83,21.73,152.89,308.86,138.03,1011,174.24,17.339,6.42,0.356,Low,P3,AES256,Expired,0.3224,0.775,5.178,74.38,12,Normal
109,Node_11,Northeast,Distribution,Edge_Node,Modbus,489,1336,28.78,857.86,20.87,2.3,5962,160,31,26,12,Maintenance,Guest,v2.0,21.51,32.34,444.83,734.15,52.91,0,377.8,11.332,-3.94,-1.448,High,P2,AES256,Expired,0.6704,0.7996,5.178,86.93,19,Reconnaissance
110,Node_03,North,Distribution,SCADA_Server,Modbus,1224,92,133.32,583.41,46.06,17.8,1091,169,26,22,2,Engineer,Restricted,v2.0,17.65,59.37,5.52,813.53,141.61,499,470.04,17.835,-9.78,-1.944,Low,P4,ChaCha20,Valid,0.1171,0.3935,4.54,29.93,79,DoS_Attack
111,Node_01,West,Renewable,RTU,TCP_IP,1493,868,86.38,903.43,19.23,18.11,4393,201,1,27,13,Supervisor,Restricted,v2.3,78.99,36.42,473.14,124.22,247.06,334,442.4,11.497,4.14,1.389,Critical,P1,AES128,Valid,0.2143,0.0483,3.313,85.1,19,Reconnaissance
112,Node_08,West,Renewable,PLC,MQTT,997,119,40.97,927.36,49.42,11.69,7023,46,11,59,14,Maintenance,Restricted,v2.0,56.14,91.61,199.72,497.82,136.95,446,205.78,2.655,-3.72,1.696,Medium,P2,AES128,Valid,0.7946,0.0541,5.919,15.71,31,Insider_Threat
113,Node_03,West,Distribution,IED,TCP_IP,1032,275,199.65,519.99,23.28,1.56,3346,98,35,45,6,Administrator,Trusted,v2.0,6.87,29.46,47.58,198.74,153.57,114,22.13,6.166,9.22,-0.819,Low,P3,AES128,Valid,0.081,0.0266,5.722,38.64,37,Spoofing_Attack
114,Node_03,North,Transmission,PLC,TCP_IP,825,1358,204.07,679.66,31.02,24.63,598,19,23,38,16,Administrator,Trusted,v2.0,34.73,83.93,423.06,657.0,245.18,737,126.57,14.586,1.11,0.422,Low,P1,ChaCha20,Expired,0.3022,0.7814,6.429,28.78,37,Reconnaissance
115,Node_01,East,Renewable,PLC,TCP_IP,632,882,77.26,895.91,0.23,10.11,2111,149,42,11,4,Administrator,Guest,v2.0,42.37,60.29,72.07,947.83,34.85,1064,221.88,0.896,9.94,-0.652,Medium,P1,AES128,Valid,0.7475,0.6763,0.148,74.55,42,Command_Injection
116,Node_11,Northeast,Distribution,SCADA_Server,TCP_IP,642,181,163.79,681.75,9.35,1.79,1437,155,30,22,2,Supervisor,Trusted,v2.0,56.45,29.21,25.21,722.03,207.28,38,187.63,18.628,-8.96,-0.859,Low,P1,AES128,Valid,0.4844,0.5324,2.126,79.34,45,DoS_Attack
117,Node_05,West,Transmission,Smart_Meter,Modbus,294,312,99.12,247.72,17.79,1.59,4296,91,52,12,11,Administrator,Guest,v1.0,75.4,59.64,495.62,761.73,134.62,1183,186.97,6.902,-1.65,0.441,Medium,P3,AES256,Expired,0.634,0.9813,7.295,60.52,97,DoS_Attack
118,Node_10,North,Transmission,RTU,MQTT,1058,181,12.07,262.19,16.4,2.63,188,86,9,61,0,Maintenance,Trusted,v2.0,63.4,79.03,384.05,698.63,22.25,749,138.93,17.193,3.78,0.745,Medium,P4,ChaCha20,Valid,0.7472,0.2551,5.911,94.26,19,Normal
119,Node_07,South,Industrial,RTU,MQTT,1331,888,107.52,421.79,35.96,25.97,6005,133,58,60,11,Maintenance,Guest,v1.2,53.67,95.0,361.48,882.89,29.34,1048,232.89,7.442,-5.6,1.966,Low,P4,AES128,Valid,0.7783,0.031,6.413,13.74,34,Reconnaissance
120,Node_10,North,Industrial,PLC,DNP3,349,1352,144.39,42.49,27.43,14.22,5576,11,17,18,2,Administrator,Trusted,v3.0,69.84,63.78,332.84,602.41,125.69,1147,403.18,5.573,-4.72,-0.535,High,P1,AES256,Valid,0.8794,0.8288,4.177,32.95,69,Malware
121,Node_09,North,Renewable,Smart_Meter,Modbus,985,1186,75.46,374.13,10.84,26.18,5251,169,43,9,12,Engineer,Trusted,v2.0,69.59,14.29,228.69,34.11,63.72,247,7.09,6.282,4.55,0.379,High,P3,AES256,Expired,0.0051,0.1763,6.841,51.92,16,Insider_Threat
122,Node_12,North,Transmission,IED,OPC_UA,117,242,237.28,147.84,30.28,22.46,5878,126,6,75,11,Operator,Guest,v1.0,19.0,36.89,291.78,325.29,224.75,1015,220.45,11.74,2.81,0.425,Medium,P3,AES256,Revoked,0.8632,0.169,1.314,87.43,99,DoS_Attack
123,Node_07,West,Renewable,IED,TCP_IP,853,326,139.95,828.01,6.56,0.42,2782,132,42,37,10,Operator,Guest,v1.2,99.85,92.2,285.52,798.07,151.68,1172,474.61,15.092,-9.48,0.191,High,P2,AES256,Valid,0.6679,0.7796,2.755,66.37,51,Spoofing_Attack
124,Node_09,North,Distribution,RTU,MQTT,1479,33,93.5,783.31,43.37,9.14,1546,151,21,18,17,Supervisor,Trusted,v2.0,69.9,57.96,20.32,402.12,67.93,188,318.18,2.435,-4.86,-0.001,Low,P2,RSA2048,Valid,0.1355,0.302,6.337,46.08,72,Insider_Threat
125,Node_08,South,Renewable,SCADA_Server,DNP3,641,590,184.02,179.25,37.48,15.67,4808,209,58,58,4,Administrator,Trusted,v2.0,58.39,76.6,449.48,299.5,108.82,679,494.92,16.796,3.57,1.688,High,P3,ChaCha20,Expired,0.3273,0.3691,1.475,68.34,2,Command_Injection
126,Node_12,West,Transmission,SCADA_Server,MQTT,1357,1223,85.89,288.25,17.3,0.89,4921,4,31,30,23,Administrator,Trusted,v2.0,13.62,37.89,251.6,469.87,112.25,66,199.92,8.978,-5.92,-0.304,Medium,P4,AES128,Expired,0.2509,0.2629,4.16,0.44,30,Replay_Attack
127,Node_02,South,Industrial,PLC,OPC_UA,452,246,7.15,572.1,2.42,28.75,3143,28,16,14,4,Administrator,Guest,v2.3,42.13,83.47,79.87,611.55,3.01,358,134.56,18.629,7.82,0.468,High,P3,AES128,Expired,0.4038,0.0146,5.745,45.84,24,Reconnaissance
128,Node_01,Central,Renewable,Smart_Meter,OPC_UA,1100,164,3.06,253.13,39.14,27.28,3302,11,8,33,10,Maintenance,Guest,v2.3,58.16,14.9,281.64,564.77,32.52,891,459.61,9.933,-3.21,-1.742,Critical,P1,AES128,Valid,0.8214,0.5144,6.135,3.86,75,Insider_Threat
129,Node_07,North,Industrial,Smart_Meter,Modbus,406,676,76.19,60.27,12.17,7.08,2551,129,41,73,24,Operator,Trusted,v1.2,26.03,28.1,426.49,17.51,30.11,799,108.54,2.264,-3.52,-1.657,Critical,P1,RSA2048,Valid,0.7211,0.4635,5.472,22.68,39,Malware
130,Node_07,Northeast,Renewable,IED,MQTT,402,805,39.84,766.51,12.95,10.98,3475,162,18,50,20,Operator,Guest,v2.3,8.94,63.73,463.83,628.82,191.1,922,428.04,19.28,9.97,1.2,Critical,P3,ChaCha20,Valid,0.5446,0.7394,3.186,72.58,97,Spoofing_Attack
131,Node_08,Northeast,Distribution,IED,OPC_UA,87,842,88.76,95.67,21.58,21.8,1934,97,50,16,17,Maintenance,Guest,v3.0,78.74,21.5,162.28,673.75,227.27,814,123.46,15.345,-7.73,-0.91,Critical,P1,ChaCha20,Valid,0.1443,0.4403,4.939,74.65,56,Replay_Attack
132,Node_05,West,Transmission,SCADA_Server,IEC61850,1122,502,192.65,679.38,30.43,0.52,4385,34,47,7,22,Maintenance,Trusted,v1.0,21.57,25.68,82.09,355.45,77.89,420,372.78,1.169,-0.03,-0.842,Critical,P4,ChaCha20,Revoked,0.9489,0.8679,7.263,22.99,80,Reconnaissance
133,Node_03,Northeast,Renewable,Gateway,OPC_UA,649,452,77.95,154.1,1.72,6.75,6592,56,44,59,23,Operator,Restricted,v1.0,98.2,50.69,270.37,232.54,112.99,424,420.23,6.489,-7.73,-1.918,High,P4,AES256,Expired,0.0742,0.0077,0.635,68.86,16,Replay_Attack
134,Node_12,West,Distribution,Gateway,OPC_UA,485,261,140.35,12.64,41.28,15.39,2940,62,40,67,23,Operator,Trusted,v1.0,87.98,27.81,371.57,327.96,228.69,1053,436.43,4.791,0.0,-1.244,Critical,P4,AES256,Revoked,0.4134,0.2233,4.504,96.37,80,DoS_Attack
135,Node_08,North,Distribution,PLC,MQTT,1377,938,229.99,564.69,1.71,10.89,4463,256,39,6,1,Maintenance,Guest,v1.2,6.46,87.3,63.33,547.7,4.81,320,468.09,2.406,-5.06,-1.932,Low,P3,RSA2048,Revoked,0.5311,0.5581,5.848,86.18,23,DoS_Attack
136,Node_06,East,Distribution,Gateway,TCP_IP,1377,635,174.87,288.25,8.74,3.31,3265,105,0,3,9,Operator,Guest,v2.3,81.92,15.09,213.23,428.69,51.69,468,350.23,18.497,-1.88,0.703,Low,P3,AES128,Revoked,0.2601,0.3034,6.144,54.22,50,Command_Injection
137,Node_11,East,Industrial,Smart_Meter,OPC_UA,1106,296,140.88,134.42,11.34,16.65,7130,36,29,15,7,Supervisor,Restricted,v3.0,47.0,91.54,251.28,522.95,86.3,58,217.96,17.311,8.03,-1.81,Critical,P4,AES256,Valid,0.3538,0.2791,6.331,53.51,63,Insider_Threat
138,Node_03,South,Industrial,Gateway,DNP3,1379,1231,216.9,686.55,42.47,24.67,1994,149,27,53,19,Administrator,Guest,v2.0,40.22,70.59,342.09,498.14,15.88,203,117.48,1.91,-7.25,0.406,High,P4,ChaCha20,Valid,0.5823,0.2658,1.287,10.44,69,DoS_Attack
139,Node_01,North,Distribution,RTU,TCP_IP,441,705,83.33,645.92,37.29,6.93,1056,284,29,58,2,Supervisor,Trusted,v1.0,53.38,18.46,160.82,717.59,1.37,865,52.68,5.715,0.63,1.566,Critical,P4,ChaCha20,Revoked,0.2775,0.8394,6.742,68.69,79,Reconnaissance
140,Node_03,Northeast,Distribution,RTU,OPC_UA,1241,119,50.26,414.33,30.53,6.68,1009,122,26,67,12,Administrator,Trusted,v1.0,57.73,11.39,343.84,718.58,79.04,843,449.92,13.14,1.22,-1.207,High,P2,AES256,Revoked,0.7261,0.7571,6.313,1.32,10,Command_Injection
141,Node_05,North,Renewable,Edge_Node,IEC61850,191,541,187.05,93.15,17.81,2.12,4256,122,35,51,17,Engineer,Guest,v3.0,76.76,72.67,214.54,429.39,221.84,672,105.98,9.475,-6.6,-1.967,Critical,P4,ChaCha20,Expired,0.291,0.7443,6.668,58.62,50,Spoofing_Attack
142,Node_03,Central,Renewable,IED,OPC_UA,496,1127,15.64,468.52,27.64,16.63,2580,156,33,54,11,Engineer,Restricted,v1.0,95.53,50.86,302.26,164.82,212.36,682,370.15,17.235,9.65,-0.007,Critical,P3,AES128,Valid,0.3972,0.0074,6.508,20.45,9,Reconnaissance
143,Node_01,East,Transmission,IED,Modbus,840,1096,106.62,108.65,2.55,12.14,765,285,22,23,21,Supervisor,Trusted,v1.0,91.24,53.37,405.77,649.6,156.66,847,382.44,15.545,-8.83,-0.978,High,P2,AES128,Expired,0.9021,0.6611,6.704,16.34,42,Normal
144,Node_05,Northeast,Renewable,SCADA_Server,MQTT,877,1170,72.48,994.37,43.3,18.96,5668,258,56,65,16,Administrator,Restricted,v1.2,72.14,90.51,489.16,220.35,106.73,1029,192.01,3.773,9.59,0.238,High,P4,RSA2048,Valid,0.0163,0.0231,0.427,88.57,3,Normal
145,Node_10,East,Transmission,PLC,IEC61850,1357,666,242.86,238.54,34.6,1.04,478,124,41,25,11,Operator,Guest,v3.0,61.93,54.08,276.61,325.21,82.94,1137,324.9,6.21,-6.8,1.726,Critical,P1,AES256,Valid,0.7434,0.1632,4.835,10.49,51,False_Data_Injection
146,Node_07,North,Transmission,RTU,DNP3,578,1329,94.9,8.09,33.34,19.2,4898,177,47,4,3,Operator,Restricted,v2.3,52.75,65.61,417.88,467.42,240.66,760,60.94,5.934,4.35,-0.317,Low,P2,ChaCha20,Revoked,0.8333,0.0712,3.075,99.02,72,Replay_Attack
147,Node_07,Northeast,Transmission,Edge_Node,OPC_UA,1345,74,166.19,223.93,49.21,27.95,33,83,13,54,14,Operator,Restricted,v2.3,42.88,98.51,42.34,53.68,113.64,538,193.47,13.78,-3.34,0.197,Low,P3,ChaCha20,Valid,0.4623,0.5349,3.228,36.17,25,Command_Injection
148,Node_11,South,Industrial,PLC,OPC_UA,1429,775,67.85,621.54,26.66,24.65,3022,105,45,45,1,Engineer,Restricted,v3.0,83.25,51.19,459.58,559.8,140.92,591,183.08,13.14,3.48,-0.797,Medium,P1,AES128,Revoked,0.3639,0.3511,2.341,61.02,29,Spoofing_Attack
149,Node_09,North,Renewable,PLC,DNP3,565,596,245.81,976.56,3.65,10.36,7190,55,47,33,8,Administrator,Guest,v1.0,73.18,10.71,70.67,365.62,196.82,104,277.19,19.472,-9.01,0.986,High,P4,AES128,Revoked,0.2823,0.368,5.999,6.96,65,Normal
150,Node_10,South,Distribution,SCADA_Server,OPC_UA,1052,1064,45.92,527.8,11.4,3.32,6108,219,51,33,8,Administrator,Restricted,v3.0,19.2,95.25,18.89,853.92,248.95,402,240.22,3.467,5.19,-1.226,Critical,P4,ChaCha20,Valid,0.6279,0.0437,7.368,88.98,37,Reconnaissance
151,Node_10,Northeast,Transmission,Gateway,Modbus,480,794,226.77,447.85,8.03,16.15,3102,258,33,65,13,Operator,Trusted,v1.0,68.12,53.5,363.76,99.45,61.65,517,63.54,2.829,-4.06,-1.384,Medium,P2,AES256,Revoked,0.7182,0.7475,7.467,32.03,27,Malware
152,Node_12,East,Distribution,IED,TCP_IP,163,1343,111.9,992.29,47.06,8.51,3441,215,31,24,0,Administrator,Trusted,v1.2,23.39,96.55,16.79,462.17,206.71,97,249.46,1.299,-1.68,-0.659,Low,P3,AES128,Revoked,0.6962,0.0908,3.566,23.74,54,Spoofing_Attack
153,Node_03,Central,Transmission,PLC,TCP_IP,1481,855,107.39,169.15,6.38,0.32,6408,140,11,45,15,Engineer,Trusted,v2.3,7.47,80.52,419.21,379.07,74.64,950,7.16,11.595,7.74,-0.657,Low,P2,AES256,Valid,0.1468,0.2855,4.741,70.73,77,Spoofing_Attack
154,Node_07,West,Renewable,PLC,IEC61850,942,378,175.62,201.79,1.13,12.26,3356,26,13,56,21,Administrator,Trusted,v1.2,67.78,21.25,421.67,867.38,189.81,490,219.2,4.558,2.66,-0.587,Critical,P1,ChaCha20,Revoked,0.5346,0.2475,2.473,20.9,15,Spoofing_Attack
155,Node_01,East,Transmission,IED,OPC_UA,1140,162,24.24,383.79,15.11,16.2,5717,30,36,45,18,Engineer,Trusted,v3.0,60.38,23.05,5.39,891.82,99.28,240,81.13,14.264,8.47,-0.969,Critical,P4,ChaCha20,Expired,0.9914,0.9271,5.861,43.21,52,DoS_Attack
156,Node_04,South,Renewable,SCADA_Server,DNP3,491,629,137.13,748.76,6.1,23.26,2989,142,18,27,0,Maintenance,Restricted,v2.3,73.46,36.61,181.75,328.18,220.44,1101,70.56,4.145,9.6,-1.144,Medium,P2,AES128,Expired,0.3478,0.8377,1.592,29.59,45,Normal
157,Node_04,North,Distribution,IED,DNP3,741,1045,55.77,306.0,31.02,29.39,1145,15,14,69,2,Maintenance,Restricted,v3.0,85.88,16.58,289.12,744.72,246.14,872,1.26,18.918,-1.34,-0.611,High,P2,ChaCha20,Valid,0.2459,0.8562,0.452,93.64,89,Spoofing_Attack
158,Node_05,Northeast,Renewable,RTU,IEC61850,212,376,40.12,472.57,11.19,26.0,5328,193,54,48,10,Operator,Guest,v2.3,49.62,45.49,349.72,93.37,128.02,828,499.0,6.282,-8.02,1.806,Critical,P3,AES256,Valid,0.7278,0.6856,6.669,79.63,67,Spoofing_Attack
159,Node_07,East,Distribution,IED,Modbus,738,662,219.49,939.65,42.14,16.25,5048,273,22,29,11,Supervisor,Trusted,v3.0,34.43,24.18,143.51,899.32,55.96,251,266.64,10.655,0.4,-1.83,Medium,P2,AES256,Revoked,0.276,0.88,1.484,30.24,36,Replay_Attack
160,Node_07,Central,Renewable,Gateway,IEC61850,514,471,249.32,873.43,7.16,24.2,6108,95,4,41,18,Supervisor,Trusted,v2.3,66.1,21.62,145.78,431.78,98.43,221,245.89,5.788,1.52,1.132,Low,P1,AES128,Revoked,0.7774,0.9021,4.022,36.53,82,Replay_Attack
161,Node_11,Northeast,Transmission,RTU,OPC_UA,597,66,242.83,947.29,7.62,24.88,951,51,3,75,0,Supervisor,Trusted,v2.3,8.0,39.12,495.71,259.89,66.64,164,128.23,5.086,-5.88,-1.22,Medium,P1,RSA2048,Expired,0.0387,0.1228,0.704,29.38,77,DoS_Attack
162,Node_04,South,Transmission,SCADA_Server,TCP_IP,595,772,205.47,170.98,30.38,29.0,1345,210,45,30,15,Maintenance,Guest,v2.0,61.56,24.17,421.65,392.11,118.58,1163,367.72,11.617,-0.09,-1.625,Medium,P1,AES128,Revoked,0.2743,0.1519,1.636,61.15,96,Normal
163,Node_07,Northeast,Renewable,Edge_Node,Modbus,931,446,230.07,484.73,4.1,7.41,5733,115,29,53,9,Administrator,Guest,v2.0,16.1,87.84,122.19,34.99,179.29,1086,298.09,7.08,2.52,-1.257,Low,P1,AES128,Expired,0.4482,0.5882,2.256,78.42,74,DoS_Attack
164,Node_11,Northeast,Distribution,PLC,Modbus,786,887,231.13,714.54,2.53,7.56,1778,14,43,66,3,Maintenance,Restricted,v2.3,76.1,72.36,110.32,272.71,24.28,461,399.13,12.749,1.91,0.368,Medium,P2,ChaCha20,Expired,0.4002,0.728,3.806,90.06,27,Spoofing_Attack
165,Node_03,North,Distribution,Gateway,DNP3,1453,919,44.91,734.23,9.2,6.56,6789,204,9,2,8,Administrator,Guest,v2.0,37.54,49.6,272.2,648.58,138.33,132,460.21,3.769,-4.02,-1.591,Low,P1,AES256,Expired,0.3493,0.1419,6.633,26.61,89,Normal
166,Node_06,West,Distribution,Gateway,Modbus,1411,870,22.34,552.33,26.34,27.04,2871,116,57,12,7,Supervisor,Trusted,v2.0,79.99,24.73,354.78,843.6,12.89,1193,266.82,4.023,3.18,-1.924,Critical,P3,ChaCha20,Valid,0.1606,0.051,2.495,24.57,97,False_Data_Injection
167,Node_12,South,Renewable,RTU,OPC_UA,927,885,32.57,821.65,27.39,20.52,4746,113,8,7,21,Administrator,Restricted,v2.3,50.52,28.27,11.25,848.96,207.21,67,71.05,11.308,9.03,-0.762,High,P2,AES128,Expired,0.3989,0.6736,3.21,14.1,48,Insider_Threat
168,Node_02,North,Renewable,PLC,OPC_UA,882,867,41.49,47.5,19.24,4.2,2258,21,30,51,11,Supervisor,Guest,v1.2,16.02,27.18,104.84,237.83,1.45,375,343.14,7.723,-4.42,-0.41,Critical,P2,AES256,Valid,0.6666,0.2678,0.614,75.87,30,Command_Injection
169,Node_10,West,Renewable,RTU,OPC_UA,309,711,205.79,200.93,23.35,28.84,6351,86,50,59,11,Maintenance,Trusted,v1.0,49.91,78.47,489.97,593.01,79.78,434,493.97,9.983,6.78,-0.8,Critical,P4,ChaCha20,Revoked,0.8704,0.5108,7.442,8.5,36,Command_Injection
170,Node_09,North,Renewable,Smart_Meter,TCP_IP,217,960,235.38,331.31,22.74,18.16,2349,269,6,78,2,Maintenance,Trusted,v1.0,41.47,93.4,262.05,218.15,103.67,942,132.68,11.982,9.28,0.616,Low,P1,RSA2048,Revoked,0.2503,0.3098,2.051,40.57,55,Malware
171,Node_05,West,Distribution,Smart_Meter,MQTT,309,507,88.61,730.26,22.88,0.06,4599,167,26,32,8,Operator,Guest,v2.3,15.21,56.56,465.93,951.18,70.71,1024,451.13,1.222,9.18,1.068,High,P1,AES256,Revoked,0.0815,0.2412,7.575,0.48,82,Replay_Attack
172,Node_06,West,Distribution,RTU,Modbus,878,1385,9.56,902.22,13.31,13.1,7106,130,57,71,24,Administrator,Guest,v2.0,82.11,59.61,13.36,155.13,84.45,1079,319.03,7.219,-4.45,1.387,Critical,P3,AES256,Expired,0.056,0.7845,2.181,69.16,32,Normal
173,Node_12,West,Industrial,PLC,Modbus,1130,691,77.56,531.22,8.47,23.18,5495,216,50,53,11,Operator,Trusted,v1.2,57.2,23.71,376.59,175.44,121.89,1063,279.25,4.137,4.45,1.049,Low,P3,ChaCha20,Valid,0.8386,0.7624,5.283,71.6,56,Malware
174,Node_12,North,Renewable,SCADA_Server,OPC_UA,456,789,176.83,709.63,19.57,9.31,2292,155,20,36,14,Maintenance,Guest,v1.2,51.98,28.82,325.5,633.23,215.2,1196,31.38,3.743,9.7,-0.315,Medium,P3,ChaCha20,Revoked,0.8381,0.4454,5.128,66.13,5,Command_Injection
